Areaname,Month of Date,Adjustment,Areatype,Periodyear,Stfips,a,Adjusted,Date,Date (NULL),Date to Param Link,Glossary,Indicator Filter,Month,Period,Emplab,Laborforce,Unemp,Unemployment Rate,Unemprate
Okaloosa County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,91117,95447,4330,4.5%,4.5
Walton County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,27635,28973,1338,4.6%,4.6
Brevard County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,243852,260045,16193,6.2%,6.2
Charlotte County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,63509,67643,4134,6.1%,6.1
Columbia County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,27371,29065,1694,5.8%,5.8
Gadsden County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,17168,18549,1381,7.4%,7.4
Lake County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,134440,142585,8145,5.7%,5.7
Miami-Dade County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,1197678,1278659,80981,6.3%,6.3
Pinellas County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,451244,475410,24166,5.1%,5.1
Sarasota County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,170424,179751,9327,5.2%,5.2
Broward County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,943578,997325,53747,5.4%,5.4
Citrus County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,44855,48647,3792,7.8%,7.8
Flagler County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,41166,44035,2869,6.5%,6.5
Franklin County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,4678,4905,227,4.6%,4.6
Hernando County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,62025,66892,4867,7.3%,7.3
Manatee County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,157447,166089,8642,5.2%,5.2
Marion County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,122125,131043,8918,6.8%,6.8
Monroe County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,44427,46075,1648,3.6%,3.6
Nassau County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,35047,37036,1989,5.4%,5.4
Pasco County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,204375,217842,13467,6.2%,6.2
St. Johns County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,110209,114951,4742,4.1%,4.1
Seminole County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,227194,239486,12292,5.1%,5.1
Bradford County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,10213,10759,546,5.1%,5.1
Clay County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,94403,99699,5296,5.3%,5.3
Escambia County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,132294,140608,8314,5.9%,5.9
Gilchrist County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,6033,6420,387,6.0%,6
Hillsborough County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,658462,695919,37457,5.4%,5.4
Lafayette County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,3096,3249,153,4.7%,4.7
Lee County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,300836,318285,17449,5.5%,5.5
Levy County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,15392,16400,1008,6.1%,6.1
Orange County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,657886,694643,36757,5.3%,5.3
Taylor County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,8408,9036,628,6.9%,6.9
Volusia County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,226246,241112,14866,6.2%,6.2
Wakulla County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,13219,13910,691,5.0%,5
Alachua County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,121439,127983,6544,5.1%,5.1
Baker County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,10653,11349,696,6.1%,6.1
Duval County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,438269,467430,29161,6.2%,6.2
Gulf County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,5871,6204,333,5.4%,5.4
Holmes County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,6297,6740,443,6.6%,6.6
Jackson County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,16103,17194,1091,6.3%,6.3
Jefferson County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,5055,5402,347,6.4%,6.4
Martin County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,65829,69811,3982,5.7%,5.7
Osceola County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,149660,159347,9687,6.1%,6.1
Palm Beach County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,656314,693689,37375,5.4%,5.4
St. Lucie County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,122847,131784,8937,6.8%,6.8
Santa Rosa County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,71407,75271,3864,5.1%,5.1
Suwannee County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,16882,17922,1040,5.8%,5.8
Union County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,4509,4757,248,5.2%,5.2
Washington County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,9075,9686,611,6.3%,6.3
Indian River County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,57049,61602,4553,7.4%,7.4
Leon County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,139192,147376,8184,5.6%,5.6
Madison County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,6834,7314,480,6.6%,6.6
Polk County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,263671,282468,18797,6.7%,6.7
Collier County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,151862,160942,9080,5.6%,5.6
Liberty County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,2465,2637,172,6.5%,6.5
Okeechobee County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,15960,17090,1130,6.6%,6.6
Calhoun County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,4648,4975,327,6.6%,6.6
DeSoto County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,12363,13146,783,6.0%,6
Highlands County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,32029,34796,2767,8.0%,8
Putnam County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,24773,27004,2231,8.3%,8.3
Dixie County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,5174,5561,387,7.0%,7
Glades County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,4454,4829,375,7.8%,7.8
Hardee County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,9157,9913,756,7.6%,7.6
Hendry County,June 2015,Not Seasonally Adjusted,04,2015,12,a,0,June 2015,June 2015,False,Glossary,Unemployment Rate,June,06,12799,14592,1793,12.3%,12.3
Franklin County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,4717,4931,214,4.3%,4.3
Hamilton County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,4697,4976,279,5.6%,5.6
Sumter County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,27426,29511,2085,7.1%,7.1
Bay County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,86655,90952,4297,4.7%,4.7
Gadsden County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,17332,18554,1222,6.6%,6.6
Miami-Dade County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,1214132,1287118,72986,5.7%,5.7
Monroe County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,44797,46315,1518,3.3%,3.3
Okaloosa County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,93463,97398,3935,4.0%,4
Walton County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,28912,30203,1291,4.3%,4.3
Brevard County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,251441,265551,14110,5.3%,5.3
Broward County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,964008,1011784,47776,4.7%,4.7
Columbia County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,28152,29677,1525,5.1%,5.1
Gulf County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,5885,6174,289,4.7%,4.7
Nassau County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,36383,38147,1764,4.6%,4.6
Pinellas County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,460203,481816,21613,4.5%,4.5
Sarasota County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,173250,181769,8519,4.7%,4.7
Charlotte County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,65315,69087,3772,5.5%,5.5
Flagler County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,43136,45720,2584,5.7%,5.7
Hernando County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,64264,68559,4295,6.3%,6.3
Hillsborough County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,678396,711904,33508,4.7%,4.7
Jefferson County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,5072,5374,302,5.6%,5.6
Lake County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,139884,147397,7513,5.1%,5.1
Manatee County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,162566,170598,8032,4.7%,4.7
Orange County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,679955,712867,32912,4.6%,4.6
Pasco County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,212519,224559,12040,5.4%,5.4
St. Johns County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,115209,120009,4800,4.0%,4
Seminole County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,233240,244269,11029,4.5%,4.5
Volusia County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,234634,247669,13035,5.3%,5.3
Bradford County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,10292,10789,497,4.6%,4.6
Citrus County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,45062,48414,3352,6.9%,6.9
Clay County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,97278,102150,4872,4.8%,4.8
Duval County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,448468,472899,24431,5.2%,5.2
Indian River County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,58385,62312,3927,6.3%,6.3
Lee County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,312135,328135,16000,4.9%,4.9
Levy County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,15579,16459,880,5.3%,5.3
Marion County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,125163,133234,8071,6.1%,6.1
Martin County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,67404,71025,3621,5.1%,5.1
Osceola County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,157098,165846,8748,5.3%,5.3
Palm Beach County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,677551,712769,35218,4.9%,4.9
Suwannee County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,17404,18361,957,5.2%,5.2
Wakulla County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,13598,14239,641,4.5%,4.5
Baker County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,10953,11566,613,5.3%,5.3
Calhoun County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,4751,5063,312,6.2%,6.2
Collier County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,157505,165606,8101,4.9%,4.9
Escambia County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,135149,142706,7557,5.3%,5.3
Gilchrist County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,6253,6603,350,5.3%,5.3
Jackson County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,16230,17213,983,5.7%,5.7
Lafayette County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,2816,2956,140,4.7%,4.7
Liberty County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,2460,2603,143,5.5%,5.5
Madison County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,6884,7289,405,5.6%,5.6
Polk County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,272190,288982,16792,5.8%,5.8
Santa Rosa County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,73310,77019,3709,4.8%,4.8
Taylor County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,8398,8905,507,5.7%,5.7
Union County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,4526,4755,229,4.8%,4.8
Washington County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,9237,9773,536,5.5%,5.5
Dixie County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,5261,5583,322,5.8%,5.8
Okeechobee County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,16395,17365,970,5.6%,5.6
St. Lucie County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,127270,135515,8245,6.1%,6.1
Alachua County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,124547,130938,6391,4.9%,4.9
Highlands County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,32473,34873,2400,6.9%,6.9
Holmes County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,6383,6775,392,5.8%,5.8
Leon County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,142253,149835,7582,5.1%,5.1
Putnam County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,24913,26733,1820,6.8%,6.8
DeSoto County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,12212,12944,732,5.7%,5.7
Glades County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,4357,4673,316,6.8%,6.8
Hardee County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,8131,8774,643,7.3%,7.3
Hendry County,June 2016,Not Seasonally Adjusted,04,2016,12,a,0,June 2016,June 2016,False,Glossary,Unemployment Rate,June,06,13114,14526,1412,9.7%,9.7
Hamilton County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,4569,4783,214,4.5%,4.5
Franklin County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,4664,4832,168,3.5%,3.5
Sumter County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,28221,30075,1854,6.2%,6.2
Bay County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,87238,90979,3741,4.1%,4.1
Miami-Dade County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,1279835,1341657,61822,4.6%,4.6
Monroe County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,45396,46693,1297,2.8%,2.8
Pinellas County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,467399,486522,19123,3.9%,3.9
Sarasota County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,177556,185046,7490,4.0%,4
Walton County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,30011,31123,1112,3.6%,3.6
Broward County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,986997,1029386,42389,4.1%,4.1
Gulf County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,5960,6202,242,3.9%,3.9
Lake County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,145188,151780,6592,4.3%,4.3
Levy County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,15907,16682,775,4.6%,4.6
Okaloosa County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,94575,97977,3402,3.5%,3.5
Suwannee County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,18061,18870,809,4.3%,4.3
Taylor County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,8589,9004,415,4.6%,4.6
Brevard County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,258691,270858,12167,4.5%,4.5
Charlotte County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,66603,70006,3403,4.9%,4.9
Clay County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,100433,104774,4341,4.1%,4.1
Columbia County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,28204,29522,1318,4.5%,4.5
Flagler County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,44119,46390,2271,4.9%,4.9
Hernando County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,66025,69798,3773,5.4%,5.4
Hillsborough County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,696992,726999,30007,4.1%,4.1
Indian River County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,60520,63866,3346,5.2%,5.2
Jefferson County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,5196,5445,249,4.6%,4.6
Lee County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,319138,333441,14303,4.3%,4.3
Madison County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,7166,7505,339,4.5%,4.5
Manatee County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,167343,174501,7158,4.1%,4.1
Marion County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,127524,134495,6971,5.2%,5.2
Martin County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,69011,72150,3139,4.4%,4.4
Nassau County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,37780,39390,1610,4.1%,4.1
Palm Beach County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,692644,724093,31449,4.3%,4.3
Pasco County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,219253,229880,10627,4.6%,4.6
St. Johns County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,121372,125792,4420,3.5%,3.5
Seminole County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,238972,248680,9708,3.9%,3.9
Volusia County,June 2017,Not Seasonally Adjusted,04,2017,12,a,0,June 2017,June 2017,False,Glossary,Unemployment Rate,June,06,239720,251261,11541,4.6%,4.6
